Quotation_ID,Date,Client,Project,Item,Unit,Quantity,Cement_Bags,Sand_CFT,Aggregate_CFT,Steel_Kg,Bricks_Nos,Water_Cost,Equipment_Cost,Labour_Cost,Electrical_Cost,Material_Cost,Transport,Safety,GST,Profit,Total
QTN-00781,2026-12-02,Skyline,Project 36,Painting,Nos,62,417,791,501,1329,6112,2270,7647,63488,15060,461891,10961.72,5480.86,101615.14,66614.37,732758.1
QTN-00782,2026-10-06,Green Homes,Project 1,Brickwork,Nos,328,338,28,259,1966,1208,1628,2253,92256,7953,344162,8932.48,4466.24,82804.09,54282.68,597109.49
QTN-00783,2026-10-22,ABC Builders,Project 93,Brickwork,Nos,146,522,565,336,4691,6855,578,9722,7257,556,727663,14903.96,7451.98,138159.71,90571.36,996285.01
QTN-00784,2026-06-02,XYZ Infra,Project 95,Earthwork,Nos,147,125,72,225,160,409,1892,17445,45841,9374,106174,3576.68,1788.34,33155.82,21735.48,239090.33
QTN-00785,2026-03-28,XYZ Infra,Project 81,Waterproofing,Nos,152,194,608,275,2924,8980,4615,20156,65299,19776,464695,11398.52,5699.26,105664.28,69268.81,761956.87
QTN-00786,2026-07-27,SPPS Construction,Project 81,Waterproofing,Nos,326,533,447,533,4579,2543,3597,22937,9013,15204,706936,15081.8,7540.9,139808.29,91652.1,1008173.08
QTN-00787,2026-07-19,ABC Builders,Project 23,Plastering,Nos,446,177,625,579,3914,5993,234,49537,82120,7004,540858,13590.38,6795.19,125982.82,82588.74,908476.13
QTN-00788,2026-06-20,Green Homes,Project 25,RCC,Nos,274,292,798,706,4552,7343,3756,22770,65882,17930,683860,15808.84,7904.42,146547.95,96070.32,1056773.53
QTN-00789,2026-08-08,Skyline,Project 2,Plastering,Nos,183,335,588,271,2379,1010,1074,43923,99616,6190,417889,11352.36,5676.18,105236.38,68988.29,758871.21
QTN-00790,2026-08-13,SPPS Construction,Project 68,Flooring,Nos,123,170,65,428,2334,9703,4302,30842,77087,14118,390036,10241.66,5120.83,94940.19,62238.57,684624.25
QTN-00791,2026-04-26,XYZ Infra,Project 72,Painting,Nos,235,201,789,414,3822,4885,4257,9128,28490,12558,533237,11668.26,5834.13,108164.77,70908.02,779988.18
QTN-00792,2026-02-18,Green Homes,Project 5,Plastering,Nos,424,309,145,644,1358,6966,2776,11547,57224,19702,388284,9535.14,4767.57,88390.75,57945.05,637395.5
QTN-00793,2026-11-28,ABC Builders,Project 55,Flooring,Nos,195,347,695,28,971,6816,4090,15692,73143,1911,346553,8745.98,4372.99,81075.23,53149.32,584642.53
QTN-00794,2026-12-19,Green Homes,Project 19,Flooring,Nos,451,33,741,169,3489,6037,4439,37943,92340,14233,408820,11066.72,5533.36,102588.49,67252.46,739777.03
QTN-00795,2026-03-09,Green Homes,Project 75,Flooring,Nos,290,140,475,102,3500,9187,4897,20264,44850,1257,454133,10410.08,5205.04,96501.44,63262.06,695882.62
QTN-00796,2026-03-13,Skyline,Project 43,Flooring,Nos,138,181,749,460,4081,6981,2010,21172,20205,6899,560503,12175.58,6087.79,112867.63,73991,813901
QTN-00797,2026-04-11,Skyline,Project 94,Brickwork,Nos,171,264,261,245,209,6992,2823,41551,34905,18643,243514,6772.26,3386.13,62778.85,41155.02,452705.26
QTN-00798,2026-02-11,ABC Builders,Project 45,PCC,Nos,43,90,93,606,1953,3326,2134,434,18588,3828,295877,6374.54,3187.27,59091.99,38738.08,426118.88
QTN-00799,2026-11-14,ABC Builders,Project 90,Plastering,Nos,282,13,41,590,2454,3391,760,41838,53979,13533,291868,8024.36,4012.18,74385.82,48764.04,536404.39
QTN-00800,2026-02-20,Green Homes,Project 92,RCC,Nos,389,86,197,310,4621,1136,3246,41709,44013,19264,450569,11111.1,5555.55,102999.9,67522.15,742743.7
QTN-00801,2026-07-28,SPPS Construction,Project 87,Waterproofing,Nos,78,254,495,624,92,4213,4120,39103,24835,10538,273504,6959.6,3479.8,64515.49,42293.49,465228.38
QTN-00802,2026-01-19,SPPS Construction,Project 96,Earthwork,Nos,348,185,204,663,4896,5652,3147,20745,56808,12047,594693,13685.86,6842.93,126867.92,83168.97,914858.68
QTN-00803,2026-09-04,Skyline,Project 41,PCC,Nos,482,159,395,565,3779,4886,4992,44246,30797,621,498455,11482.38,5741.19,106441.66,69778.42,767562.66
QTN-00804,2026-01-11,Green Homes,Project 61,PCC,Nos,221,276,646,803,2346,4088,4842,14641,39282,10959,485736,11012.36,5506.18,102084.58,66922.11,736143.23
QTN-00805,2026-02-03,ABC Builders,Project 92,RCC,Nos,183,155,609,110,3519,8120,2810,20190,8645,17669,463365,10197.38,5098.69,94529.71,61969.48,681664.26
QTN-00806,2026-12-23,Green Homes,Project 20,Painting,Nos,16,434,700,123,1472,1810,2132,43841,53685,17804,393072,10168.04,5084.02,94257.73,61791.18,679702.97
QTN-00807,2026-09-24,ABC Builders,Project 81,RCC,Nos,318,372,733,872,2792,3844,3076,5903,67559,18875,573908,13324.9,6662.45,123521.82,80975.42,890729.59
QTN-00808,2026-05-27,ABC Builders,Project 50,RCC,Nos,433,571,676,190,1575,8678,1808,8862,79385,18365,523187,12595.98,6297.99,116764.73,76545.77,842003.48
QTN-00809,2026-09-23,XYZ Infra,Project 99,Plastering,Nos,70,57,617,800,1288,6183,2513,44589,2326,16612,319587,7662.28,3831.14,71029.34,46563.68,512200.43
QTN-00810,2026-01-24,ABC Builders,Project 39,Plastering,Nos,429,211,509,161,1303,4699,2745,8685,52476,6645,293052,7217.16,3608.58,66903.07,43858.68,482445.49
QTN-00811,2026-12-21,XYZ Infra,Project 8,RCC,Nos,60,391,416,656,1875,9275,1357,29379,73257,5115,504132,12237.66,6118.83,113443.11,74368.26,818050.86
QTN-00812,2026-05-23,Green Homes,Project 49,Plastering,Nos,376,5,275,846,3561,3624,3040,14340,78761,2928,424877,10418.12,5209.06,96575.97,63310.92,696420.07
QTN-00813,2026-04-27,Green Homes,Project 25,Waterproofing,Nos,430,277,6,70,4628,1579,1570,36105,27761,1349,494832,11200.94,5600.47,103832.71,68068.11,748749.24
QTN-00814,2026-06-11,ABC Builders,Project 85,Waterproofing,Nos,372,411,50,677,3752,2999,1286,23867,68609,7714,576868,13541.16,6770.58,125526.55,82289.63,905185.92
QTN-00815,2026-06-02,ABC Builders,Project 91,PCC,Nos,27,235,556,5,2156,257,158,12171,50694,14326,314744,7838.7,3919.35,72664.75,47635.78,523993.58
QTN-00816,2026-09-23,XYZ Infra,Project 81,RCC,Nos,308,231,385,368,1893,4469,1635,34950,60732,18377,358272,9446.62,4723.31,87570.17,57407.11,631478.21
QTN-00817,2026-11-12,Skyline,Project 72,PCC,Nos,488,459,124,882,4502,8869,2563,10187,42517,2283,733475,15769.24,7884.62,146180.85,95829.67,1054126.39
QTN-00818,2026-09-06,Skyline,Project 65,Flooring,Nos,120,399,320,845,2266,1148,3989,12416,10215,19285,489673,10631.78,5315.89,98556.6,64609.33,710702.6
QTN-00819,2026-04-04,SPPS Construction,Project 65,Brickwork,Nos,339,326,684,526,1981,3846,976,12322,26412,13515,444859,9942.16,4971.08,92163.82,60418.51,664603.57
QTN-00820,2026-10-01,Skyline,Project 87,RCC,Nos,462,228,494,217,2150,5852,2459,3506,75189,13261,378685,9412.82,4706.41,87256.84,57201.71,629218.78
QTN-00821,2026-05-03,Green Homes,Project 54,Waterproofing,Nos,462,43,272,361,2786,9205,3794,4543,45421,5391,370814,8523.38,4261.69,79011.73,51796.58,569762.38
QTN-00822,2026-09-26,SPPS Construction,Project 25,Painting,Nos,350,398,761,14,4758,3272,2998,10141,44790,18916,627684,14030.62,7015.31,130063.85,85264.08,937904.86
QTN-00823,2026-02-08,SPPS Construction,Project 6,RCC,Nos,298,125,301,798,1908,8752,1216,14527,74587,2956,390422,9649.84,4824.92,89454.02,58642.08,645062.85
QTN-00824,2026-10-22,SPPS Construction,Project 92,PCC,Nos,125,417,715,285,3876,2621,3270,29727,35867,4920,593988,13290.04,6645.02,123198.67,80763.57,888399.3
QTN-00825,2026-06-22,SPPS Construction,Project 31,Brickwork,Nos,318,305,720,745,967,3392,1750,40284,16368,5388,385661,8954.02,4477.01,83003.77,54413.58,598549.37
QTN-00826,2026-05-27,SPPS Construction,Project 11,Brickwork,Nos,417,148,460,528,1156,218,2706,32026,60780,214,257910,7018.6,3509.3,65062.42,42652.03,469172.35
QTN-00827,2026-11-19,Green Homes,Project 45,Flooring,Nos,410,94,260,426,3357,5376,877,28491,81711,14442,409880,10690.48,5345.24,99100.75,64966.05,714626.52
QTN-00828,2026-12-07,Skyline,Project 66,Brickwork,Nos,169,9,356,251,4482,7956,1975,21025,63528,12734,464423,11234.2,5617.1,104141.03,68270.23,750972.57
QTN-00829,2026-07-20,ABC Builders,Project 53,Brickwork,Nos,37,378,254,738,4749,8241,4902,14365,78341,262,705985,15979.06,7989.53,148125.89,97104.75,1068152.22
QTN-00830,2026-04-27,SPPS Construction,Project 94,Brickwork,Nos,297,452,678,278,2417,5044,2292,16362,54651,15466,514919,12027.96,6013.98,111499.19,73093.91,804033.04
QTN-00831,2026-01-18,SPPS Construction,Project 37,Earthwork,Nos,396,393,717,100,3983,3942,4139,20422,28226,4512,580610,12675.4,6337.7,117500.96,77028.41,847312.46
QTN-00832,2026-04-23,Skyline,Project 82,Flooring,Nos,264,310,340,333,226,793,2239,5033,36194,12682,232193,5722.04,2861.02,53043.31,34772.84,382501.21
QTN-00833,2026-09-28,Green Homes,Project 95,Flooring,Nos,110,126,109,298,489,3281,1872,48148,38504,19367,165975,5439.88,2719.94,50427.69,33058.15,363639.66
QTN-00834,2026-09-10,ABC Builders,Project 71,Earthwork,Nos,279,533,624,457,3969,2362,2887,13992,40927,15758,664068,14694.9,7347.45,136221.72,89300.91,982309.98
QTN-00835,2026-12-28,Skyline,Project 8,Brickwork,Nos,77,229,234,393,4122,3576,2590,47569,51524,12396,509278,12415.34,6207.67,115090.2,75448.02,829928.23
QTN-00836,2026-05-06,Skyline,Project 68,Flooring,Nos,396,132,108,705,1606,7528,4798,19274,53745,14731,338112,8517.24,4258.62,78954.81,51759.27,569351.94
QTN-00837,2026-05-06,SPPS Construction,Project 67,RCC,Nos,279,74,452,349,4663,9839,3630,44907,89006,8701,543407,13720.42,6860.21,127188.29,83378.99,917168.92
QTN-00838,2026-06-02,Green Homes,Project 57,Plastering,Nos,357,94,635,365,4197,1280,273,35851,66742,1418,462188,11323.98,5661.99,104973.29,68815.83,756974.09
QTN-00839,2026-07-04,ABC Builders,Project 61,Flooring,Nos,157,287,456,135,57,7150,784,3631,54249,7540,244089,6190.18,3095.09,57382.97,37617.72,413794.96
QTN-00840,2026-09-10,SPPS Construction,Project 2,PCC,Nos,482,161,623,77,3669,5653,4571,21787,44249,13326,456500,10717.24,5358.62,99348.81,65128.67,716415.34
QTN-00841,2026-06-16,Green Homes,Project 46,RCC,Nos,68,300,34,283,280,384,3450,37189,77537,9998,199202,6478.52,3239.26,60055.88,39369.97,433069.63
QTN-00842,2026-08-10,Skyline,Project 42,Earthwork,Nos,464,273,487,275,4316,7590,1682,13157,2551,3553,580912,12003.46,6001.73,111272.07,72945.03,802395.29
QTN-00843,2026-10-05,ABC Builders,Project 74,RCC,Nos,119,112,256,420,1097,4569,1582,33137,53808,2990,241689,6632.48,3316.24,61483.09,40305.58,443361.39
QTN-00844,2026-03-14,Skyline,Project 37,Flooring,Nos,458,374,456,313,2337,5281,4735,39025,57863,10178,464598,11433.28,5716.64,105986.51,69480.04,764280.47
QTN-00845,2026-03-24,SPPS Construction,Project 22,RCC,Nos,369,350,393,193,519,5419,3901,18905,53506,4865,298278,7511.08,3755.54,69627.71,45644.83,502093.16
QTN-00846,2026-10-19,ABC Builders,Project 80,Waterproofing,Nos,401,41,725,433,668,6572,1459,28012,58802,15164,232545,6690.46,3345.23,62020.56,40657.93,447237.18
QTN-00847,2026-09-08,SPPS Construction,Project 84,Flooring,Nos,487,223,544,371,3420,2388,3288,1337,55519,18747,467282,10857.7,5428.85,100650.88,65982.24,725804.67
QTN-00848,2026-10-27,XYZ Infra,Project 63,Waterproofing,Nos,127,503,652,514,51,8840,3137,111,13852,12580,417872,8888.3,4444.15,82394.54,54014.2,594156.19
QTN-00849,2026-08-06,Skyline,Project 5,Painting,Nos,431,528,81,563,3117,1749,877,13784,12502,16046,560284,12052.32,6026.16,111725.01,73241.95,805661.44
QTN-00850,2026-08-11,Skyline,Project 79,Waterproofing,Nos,499,173,492,82,1915,7799,2887,43217,48935,18490,335954,8931.92,4465.96,82798.9,54279.28,597072.06
QTN-00851,2026-06-19,SPPS Construction,Project 94,RCC,Nos,122,69,521,463,3245,2627,4188,32531,60760,12976,396869,10062.72,5031.36,93281.41,61151.15,672662.64
QTN-00852,2026-06-28,SPPS Construction,Project 74,Waterproofing,Nos,26,28,375,63,2291,4010,1833,33765,37773,6692,255898,6682.56,3341.28,61947.33,40609.92,446709.09
QTN-00853,2026-02-17,ABC Builders,Project 4,Flooring,Nos,335,142,324,609,1500,7712,4190,38198,84334,9235,341286,9461.06,4730.53,87704.03,57494.86,632443.48
QTN-00854,2026-05-04,Green Homes,Project 49,Waterproofing,Nos,78,253,182,116,2496,1777,126,39113,12775,6593,343872,8047.06,4023.53,74596.25,48901.98,537921.82
QTN-00855,2026-09-25,XYZ Infra,Project 20,Flooring,Nos,434,64,722,594,4897,4231,3885,14663,21642,9671,562848,12176.48,6088.24,112875.97,73996.47,813961.16
QTN-00856,2026-10-26,SPPS Construction,Project 98,Earthwork,Nos,422,38,36,602,4009,3091,371,6554,41828,17034,417994,9668.2,4834.1,89624.21,58753.65,646290.17
QTN-00857,2026-11-25,SPPS Construction,Project 34,Earthwork,Nos,499,573,256,47,3062,7287,3111,47941,34287,3529,575027,13215.68,6607.84,122509.35,80311.69,883428.56
QTN-00858,2026-03-21,SPPS Construction,Project 6,Waterproofing,Nos,379,94,225,447,4376,5782,1457,47487,4372,8668,489853,11007.6,5503.8,102040.45,66893.19,735825.04
QTN-00859,2026-12-15,SPPS Construction,Project 74,PCC,Nos,10,176,100,306,3615,9948,4001,23421,77886,6622,478630,11731.18,5865.59,108748.04,71290.38,784194.19
QTN-00860,2026-12-08,XYZ Infra,Project 99,Waterproofing,Nos,96,87,252,20,2433,5724,4804,34893,18217,15193,294781,7261.68,3630.84,67315.77,44129.23,485421.52
QTN-00861,2026-01-27,ABC Builders,Project 90,PCC,Nos,181,322,377,534,3543,6355,4733,35263,87707,7742,560438,13823,6911.5,128139.21,84002.37,924026.08
QTN-00862,2026-10-21,XYZ Infra,Project 21,Earthwork,Nos,263,513,226,54,2016,7231,3242,38540,95432,179,467700,12037.02,6018.51,111583.18,73148.97,804638.68
QTN-00863,2026-03-11,ABC Builders,Project 92,PCC,Nos,465,583,297,776,2060,3254,2848,16271,66594,9701,562610,13103.52,6551.76,121469.63,79630.09,875931
QTN-00864,2026-01-18,SPPS Construction,Project 65,Plastering,Nos,141,246,443,486,640,4365,1817,31136,27611,6832,289197,7095.52,3547.76,65775.47,43119.48,474314.23
QTN-00865,2026-04-05,Green Homes,Project 75,Brickwork,Nos,261,357,27,319,2459,6837,871,23582,47524,15391,441082,10551.58,5275.79,97813.15,64121.95,705341.47
QTN-00866,2026-10-13,SPPS Construction,Project 4,Painting,Nos,325,288,360,643,691,711,331,15526,55112,7273,293404,7426.3,3713.15,68841.8,45129.63,496425.88
QTN-00867,2026-01-04,ABC Builders,Project 72,Waterproofing,Nos,115,334,469,506,1501,8845,567,17125,62549,7009,432442,10382.5,5191.25,96245.77,63094.45,694038.98
QTN-00868,2026-07-22,Skyline,Project 6,Flooring,Nos,308,512,556,625,4697,9016,4106,46104,84010,6977,778389,18309.6,9154.8,169729.99,111267.44,1223941.83
QTN-00869,2026-02-03,SPPS Construction,Project 13,PCC,Nos,357,448,52,665,4979,5407,1062,13490,45022,12165,703303,15479.6,7739.8,143495.89,94069.53,1034764.82
QTN-00870,2026-06-03,Skyline,Project 31,Brickwork,Nos,184,73,492,805,4557,2777,248,34479,99478,3584,533049,13411.8,6705.9,124327.39,81503.51,896538.59
QTN-00871,2026-06-23,ABC Builders,Project 57,Plastering,Nos,345,48,502,105,3833,8187,4919,47817,12891,16225,432250,10183.66,5091.83,94402.53,61886.1,680747.12
QTN-00872,2026-11-16,Skyline,Project 93,PCC,Nos,35,363,270,149,719,8622,2582,28318,22625,5214,328313,7689.4,3844.7,71280.74,46728.48,514013.32
QTN-00873,2026-05-21,ABC Builders,Project 74,RCC,Nos,292,375,534,847,3442,5257,544,28060,10592,10385,613860,13257.94,6628.97,122901.1,80568.5,886253.52
QTN-00874,2026-01-14,ABC Builders,Project 72,Brickwork,Nos,498,213,525,728,2914,286,1106,33690,74303,6519,447154,11233.32,5616.66,104132.88,68264.89,750913.74
QTN-00875,2026-02-25,Skyline,Project 84,PCC,Nos,23,52,630,299,1504,4116,4169,39583,76612,12759,259577,7770.62,3885.31,72033.65,47222.06,519442.64
QTN-00876,2026-08-17,Skyline,Project 33,Earthwork,Nos,32,215,622,238,2286,2631,3648,8767,54167,17860,371216,9040.2,4520.1,83802.65,54937.3,604310.25
QTN-00877,2026-01-21,Green Homes,Project 94,PCC,Nos,282,593,243,288,1252,9801,3301,143,34304,829,496459,10634.7,5317.35,98583.67,64627.07,710897.79
QTN-00878,2026-09-11,SPPS Construction,Project 5,Plastering,Nos,409,89,548,600,3482,8861,1227,26458,52066,1381,489155,11381.2,5690.6,105503.72,69163.55,760799.08
QTN-00879,2026-08-15,Skyline,Project 27,RCC,Nos,101,460,766,564,396,3323,2222,14105,8416,18170,394466,8703.14,4351.57,80678.11,52888.98,581778.8
QTN-00880,2026-08-26,XYZ Infra,Project 64,Brickwork,Nos,183,449,478,511,2056,1820,3839,47184,45944,15746,474209,11661.66,5830.83,108103.59,70867.91,779546.99
QTN-00881,2026-05-08,SPPS Construction,Project 45,Plastering,Nos,384,544,254,523,1400,8742,2610,3862,64817,19893,505426,11879.96,5939.98,110127.23,72194.52,794139.69
QTN-00882,2026-03-03,XYZ Infra,Project 3,RCC,Nos,290,193,222,178,4491,5370,560,25582,83764,6429,506315,12441.8,6220.9,115335.49,75608.82,831697
QTN-00883,2026-09-09,Green Homes,Project 94,Brickwork,Nos,97,45,272,533,1518,1164,3670,16235,53147,9454,232802,6232.76,3116.38,57777.69,37876.48,416641.31
QTN-00884,2026-02-05,Skyline,Project 77,Painting,Nos,175,52,425,637,1468,3528,2812,49305,4369,19091,274976,6954.82,3477.41,64471.18,42264.44,464908.85
QTN-00885,2026-08-05,Skyline,Project 65,Plastering,Nos,41,341,388,101,3919,4000,4029,28084,49160,9279,526564,12261.74,6130.87,113666.33,74514.59,819660.53
QTN-00886,2026-08-15,SPPS Construction,Project 2,Plastering,Nos,218,380,158,701,3195,534,281,44038,88195,3159,511938,12946.6,6473.3,120014.98,78676.49,865441.37
QTN-00887,2026-05-26,Skyline,Project 8,Plastering,Nos,366,307,533,274,1120,8031,377,25866,32656,723,362295,8430.8,4215.4,78153.52,51233.97,563573.69
QTN-00888,2026-06-20,SPPS Construction,Project 41,RCC,Nos,182,200,229,522,4146,7281,4053,15684,38818,5398,544211,12082.22,6041.11,112002.18,73423.65,807660.16
QTN-00889,2026-02-16,XYZ Infra,Project 8,RCC,Nos,463,246,322,387,4229,4484,3769,8927,58509,4155,539716,12226.14,6113.07,113336.32,74298.25,817280.78
QTN-00890,2026-07-20,XYZ Infra,Project 45,Earthwork,Nos,343,227,101,772,3477,1613,3582,47722,82307,11998,480131,12443.16,6221.58,115348.09,75617.08,831787.92
QTN-00891,2026-03-08,Green Homes,Project 95,Earthwork,Nos,279,450,673,81,2339,3980,2855,6913,56307,742,476180,10802.84,5401.42,100142.33,65648.86,722137.45
QTN-00892,2026-07-13,XYZ Infra,Project 29,Painting,Nos,146,286,37,234,2646,3310,3383,26579,12655,4295,388053,8631.64,4315.82,80015.3,52454.48,576999.24
QTN-00893,2026-12-06,XYZ Infra,Project 98,Waterproofing,Nos,99,212,77,89,251,7506,1743,47430,75768,6732,192856,6455.72,3227.86,59844.52,39231.41,431545.51
QTN-00894,2026-01-24,Green Homes,Project 52,Flooring,Nos,292,21,102,207,2941,6252,4320,30785,61301,5837,317361,8305.68,4152.84,76993.65,50473.62,555209.79
QTN-00895,2026-10-10,Skyline,Project 50,Painting,Nos,285,549,338,664,4968,7277,3265,49063,89591,10687,787851,18743.84,9371.92,173755.4,113906.32,1252969.47
QTN-00896,2026-08-14,Green Homes,Project 55,Painting,Nos,450,299,588,869,4707,3562,4510,13992,58662,17185,671901,15234.8,7617.4,141226.6,92581.88,1018400.68
QTN-00897,2026-05-09,ABC Builders,Project 4,Painting,Nos,368,255,109,674,2168,2901,3884,7642,43771,9648,394042,9102.06,4551.03,84376.1,55313.22,608445.4
QTN-00898,2026-08-09,Green Homes,Project 40,PCC,Nos,328,231,774,262,3468,82,4057,30515,41384,6205,462123,10804.54,5402.27,100158.09,65659.19,722251.09
QTN-00899,2026-01-16,ABC Builders,Project 21,Flooring,Nos,94,562,137,642,4340,3600,1572,8089,85848,17150,696772,16157.18,8078.59,149777.06,98187.18,1080059.01
QTN-00900,2026-06-20,SPPS Construction,Project 19,RCC,Nos,99,240,103,529,1891,4859,2670,12495,19188,19786,363087,8291.12,4145.56,76858.68,50385.14,554236.5
QTN-00901,2026-09-20,Green Homes,Project 98,RCC,Nos,56,40,234,769,1484,9723,1704,18345,30492,7537,319788,7523.24,3761.62,69740.43,45718.73,502906.02
QTN-00902,2026-10-16,Green Homes,Project 77,RCC,Nos,414,382,799,241,3128,9602,2795,20206,16602,1877,578951,12352.72,6176.36,114509.71,75067.48,825742.27
QTN-00903,2026-01-19,ABC Builders,Project 12,Earthwork,Nos,178,21,2,886,1223,9887,2965,33021,96505,10816,289716,8601.16,4300.58,79732.75,52269.25,574961.74
QTN-00904,2026-12-11,XYZ Infra,Project 26,Brickwork,Nos,205,483,155,400,3528,5904,2960,492,56936,12707,592542,13253.54,6626.77,122860.32,80541.76,885959.39
QTN-00905,2026-02-24,ABC Builders,Project 15,Flooring,Nos,418,315,557,681,471,5298,4601,45731,58499,17718,350340,9445.76,4722.88,87562.2,57401.88,631420.72
QTN-00906,2026-07-28,Green Homes,Project 55,Waterproofing,Nos,413,98,91,461,2322,2708,1191,3319,84291,9288,303705,8012.06,4006.03,74271.8,48689.29,535582.17
QTN-00907,2026-09-02,Skyline,Project 63,Earthwork,Nos,91,468,169,814,1267,9540,4689,43910,30724,8847,497834,11626.3,5813.15,107775.8,70653.03,777183.28
QTN-00908,2026-12-13,Green Homes,Project 19,Plastering,Nos,152,47,366,16,2357,1669,3931,44843,87297,10538,246408,7781.72,3890.86,72136.54,47289.51,520184.64
QTN-00909,2026-09-12,XYZ Infra,Project 47,Brickwork,Nos,66,72,678,186,1119,6932,3465,30640,69327,3669,251806,7108.84,3554.42,65898.95,43200.42,475204.63
QTN-00910,2026-01-28,XYZ Infra,Project 41,PCC,Nos,435,517,35,671,476,7422,4044,16577,42524,15137,415090,9786.56,4893.28,90721.41,59472.93,654202.18
QTN-00911,2026-11-28,SPPS Construction,Project 93,Flooring,Nos,408,125,441,672,968,7324,3239,28205,89435,19309,306601,8871,4435.5,82234.17,53909.07,592999.74
QTN-00912,2026-10-20,SPPS Construction,Project 99,PCC,Nos,400,213,758,614,4844,7768,620,43280,8997,5959,656234,14289.4,7144.7,132462.74,86836.68,955203.52
QTN-00913,2026-09-12,Green Homes,Project 14,PCC,Nos,105,92,9,878,167,4606,246,19945,78017,9156,197099,6084.34,3042.17,56401.83,36974.53,406719.88
QTN-00914,2026-07-12,ABC Builders,Project 91,Plastering,Nos,109,54,176,285,4445,2999,2498,21409,40255,15709,432445,10196.36,5098.18,94520.26,61963.28,681596.08
QTN-00915,2026-07-15,ABC Builders,Project 39,Plastering,Nos,101,127,147,82,172,1744,1959,35954,31673,1449,107561,3532.74,1766.37,32748.5,21468.46,236153.07
QTN-00916,2026-06-21,Green Homes,Project 20,RCC,Nos,19,417,407,461,4395,1326,1746,49365,67799,451,617509,14702.48,7351.24,136291.99,89346.97,982816.68
QTN-00917,2026-07-26,ABC Builders,Project 39,Painting,Nos,334,426,699,365,1268,325,1846,45161,48457,9221,390966,9876.1,4938.05,91551.45,60017.06,660187.66
QTN-00918,2026-07-01,Skyline,Project 45,Brickwork,Nos,344,264,407,670,2157,623,1369,41455,3823,7502,399888,9053.36,4526.68,83924.65,55017.27,605189.96
QTN-00919,2026-09-01,ABC Builders,Project 78,Flooring,Nos,296,312,587,22,3695,8949,1612,42808,65961,13810,540329,13258.16,6629.08,122903.14,80569.84,886268.22
QTN-00920,2026-06-27,Green Homes,Project 50,Painting,Nos,152,252,488,91,2482,1897,808,21976,87370,3109,365494,9558.98,4779.49,88611.74,58089.92,638989.14
QTN-00921,2026-08-11,ABC Builders,Project 90,Waterproofing,Nos,148,81,68,98,3800,4818,4420,25146,89231,19108,381614,10301.98,5150.99,95499.35,62605.13,688656.46
QTN-00922,2026-09-20,Green Homes,Project 11,PCC,Nos,124,406,19,450,4941,7497,3508,32986,17538,9359,672279,14643.24,7321.62,135742.83,88986.97,978856.66
QTN-00923,2026-07-14,Skyline,Project 92,RCC,Nos,227,594,21,157,1150,3354,2703,30001,51855,15916,403605,10027.54,5013.77,92955.3,60937.36,670310.97
QTN-00924,2026-01-14,Green Homes,Project 47,Flooring,Nos,75,547,568,626,3229,4845,2729,20299,72358,16652,650374,15193.66,7596.83,140845.23,92331.87,1015650.59
QTN-00925,2026-02-06,Green Homes,Project 74,PCC,Nos,247,78,703,662,2931,3946,2334,34874,52993,15400,424507,10555.48,5277.74,97849.3,64145.65,705602.17
QTN-00926,2026-06-23,XYZ Infra,Project 64,Painting,Nos,27,514,232,725,727,5655,319,669,17505,16755,436944,9437.46,4718.73,87485.25,57351.44,630865.89
QTN-00927,2026-11-07,SPPS Construction,Project 16,RCC,Nos,367,366,353,802,4300,5113,4262,39069,74247,18599,656846,15775.22,7887.61,146236.29,95866.01,1054526.13
QTN-00928,2026-01-16,Green Homes,Project 72,Waterproofing,Nos,446,564,640,8,1349,6731,2427,42533,69924,19823,463410,11913.8,5956.9,110440.93,72400.16,796401.79
QTN-00929,2026-06-26,Green Homes,Project 14,Brickwork,Nos,139,424,553,679,2734,7475,2442,49924,7066,19644,583812,13208.92,6604.46,122446.69,80270.61,882976.68
QTN-00930,2026-04-04,ABC Builders,Project 20,Waterproofing,Nos,437,222,333,186,4534,4905,4770,46394,82254,5944,532920,13350.24,6675.12,123756.72,81129.41,892423.49
QTN-00931,2026-05-03,ABC Builders,Project 63,Plastering,Nos,137,580,100,10,3425,2861,1226,19075,65246,6520,551189,12840.6,6420.3,119032.36,78032.33,858355.59
QTN-00932,2026-10-16,Green Homes,Project 81,Earthwork,Nos,410,314,581,452,3474,8229,4609,23175,88956,16283,573011,14028.5,7014.25,130044.19,85251.19,937763.14
QTN-00933,2026-12-13,Green Homes,Project 48,Flooring,Nos,177,494,764,286,1504,6330,1609,44507,44323,8520,482789,11602.78,5801.39,107557.77,70510.09,775611.03
QTN-00934,2026-01-24,ABC Builders,Project 76,RCC,Nos,321,437,688,466,2398,8597,4555,14020,16349,1945,560791,11862.1,5931.05,109961.67,72085.98,792945.8
QTN-00935,2026-03-27,XYZ Infra,Project 87,Earthwork,Nos,156,380,621,180,1534,6945,444,22468,50696,18777,413334,10105.5,5052.75,93677.99,61411.12,675522.36
QTN-00936,2026-07-25,XYZ Infra,Project 91,Flooring,Nos,309,534,497,97,2702,7688,3354,46321,54811,1377,559208,13234.34,6617.17,122682.33,80425.08,884675.93
